PET_KLASSE,NACHTBELAS,PET_MITTEL,T2M_MITTEL,SHAPE.AREA,SHAPE.LEN
sehr starke Belastung,maessig,37.39,18.5,447.22150362,160.272236908575
sehr starke Belastung,hoch,39.16,19.02,265.35072272,105.975468084914
sehr starke Belastung,maessig,38.59,18.67,277.20200654,99.2721770744959
starke Belastung,maessig,35.03,18.55,51.76745592,74.9241328430672
starke Belastung,maessig,36.11,18.44,523.93637876,134.665644403214
sehr starke Belastung,hoch,40.31,19.04,529.01890438,130.061806763708
sehr starke Belastung,maessig,40.57,18.99,123.46748692,53.054476303054
maessige Belastung,maessig,34.38,18.57,95.84296162,39.7099278793759
starke Belastung,maessig,35.2,18.65,104.12814522,68.8342458721354
starke Belastung,maessig,35.39,18.58,42.22238504,34.4685230291934
starke Belastung,maessig,35.11,18.51,101.49822396,65.3070568425227
starke Belastung,maessig,35.76,18.25,59.80542024,65.1539489425964
starke Belastung,maessig,35.62,18.2,277.6028722,146.504025301312
starke Belastung,maessig,35.66,18.36,531.6244575,249.664673385553
sehr starke Belastung,maessig,37.7,18.71,529.75606064,317.897890706404
schwache Belastung,schwach,24.42,17.67,79.61498298,34.3663525098682
starke Belastung,maessig,36.26,18.31,12337.9359393,903.90163312523
sehr starke Belastung,maessig,39.39,18.78,184.2053033,113.12663806342
sehr starke Belastung,maessig,37.2,18.25,262.52983742,168.226656945913
sehr starke Belastung,maessig,38.15,18.47,347.05099834,209.018505986831
starke Belastung,maessig,36.4,18.14,2563.48607648,214.555973937889
maessige Belastung,nicht vorhanden,29.7,17.3,458.45756176,372.116307154903
sehr starke Belastung,hoch,38.63,19.13,389.1900011,85.7374282355863
maessige Belastung,maessig,32.48,18.81,132.77264214,49.0828648327991
sehr starke Belastung,maessig,37.79,18.15,84.63561662,43.1334541463421
maessige Belastung,maessig,34.38,18.7,470.30101784,130.333986754686
sehr starke Belastung,hoch,39.8,19.01,124.56518984,53.6984157169856
sehr starke Belastung,hoch,39.03,19.16,74.04765138,56.4757759002299
sehr starke Belastung,maessig,39.66,18.87,205.49771128,281.955524392776
sehr starke Belastung,hoch,38.38,19.28,57545.57057936,1769.46407278542
starke Belastung,maessig,36.84,18.49,240.23859238,125.717551567941
sehr starke Belastung,maessig,37.44,18.28,157.1844173,70.1703276374463
extreme Belastung,maessig,41.76,18.72,39.65580108,75.1486598176443
starke Belastung,maessig,36.71,18.44,386.76430046,228.458685446801
sehr starke Belastung,maessig,38.03,18.39,50.71253426,39.3310513038435
sehr starke Belastung,maessig,38.18,18.62,145.06023034,192.327018308299
sehr starke Belastung,maessig,38.36,18.59,1254.80960018,331.068851305435
starke Belastung,schwach,35.96,17.67,146.55910714,158.300533472001
sehr starke Belastung,maessig,39.22,18.75,442.3557884,137.559628436514
sehr starke Belastung,maessig,39.2,18.73,180.39363814,127.007124201736
sehr starke Belastung,maessig,40.93,18.76,161.74589748,54.2832912064645
sehr starke Belastung,maessig,37.31,18.39,1111.86020966,161.723632339176
starke Belastung,schwach,36.23,17.95,2580.51444162,497.234132748074
sehr starke Belastung,maessig,40.6,18.96,734.39915738,215.540092958678
sehr starke Belastung,maessig,38.47,18.68,279.74518114,78.4296638530693
maessige Belastung,maessig,34.05,18.54,81.0971737,42.643412685124
maessige Belastung,nicht vorhanden,33.77,17.27,25.6691596,21.0941200562336
sehr starke Belastung,maessig,37.01,18.64,122.44821934,76.279445058936
sehr starke Belastung,maessig,38.81,18.77,122.0337566,128.038347124088
sehr starke Belastung,maessig,40.52,18.88,291.64666658,109.224744911719
sehr starke Belastung,maessig,39.99,18.91,63.06438802,68.7190287048407
starke Belastung,maessig,36.38,18.59,1030.68085842,210.518317828477
sehr starke Belastung,maessig,39.58,18.82,278.02562342,131.10867978007
sehr starke Belastung,hoch,40.28,19,29.47881778,34.7389293579158
starke Belastung,hoch,36.84,19,2821.61982638,368.474559278245
starke Belastung,schwach,35.99,17.76,29.28012622,26.8885074225615
sehr starke Belastung,hoch,40.13,19.12,116.82946392,63.646452467852
starke Belastung,maessig,35.98,18.19,4169.4566168,507.333595220536
sehr starke Belastung,maessig,39.16,18.63,471.45833758,112.207570117374
starke Belastung,maessig,36.49,18.73,1425.8879845,278.732016304158
sehr starke Belastung,hoch,39.82,19.14,706.8773384,332.200312963693
sehr starke Belastung,maessig,38.95,18.59,550.43982364,127.258268034501
sehr starke Belastung,maessig,37.46,18.52,3904.89067902,451.889867724089
sehr starke Belastung,maessig,40.8,18.77,232.05582244,74.2126653067973
sehr starke Belastung,hoch,39.51,19.11,2840.72570122,951.965874988288
sehr starke Belastung,maessig,39.93,18.73,76.37130632,56.9962198097988
sehr starke Belastung,maessig,40.26,18.7,95.13794436,87.509486398683
extreme Belastung,maessig,41.55,18.55,77.54451908,50.8863465713311
sehr starke Belastung,maessig,38.02,18.74,412.0547107,161.898304456393
starke Belastung,maessig,36.86,18.34,6118.84513146,675.90086331554
sehr starke Belastung,maessig,38.24,18.42,346.04450648,358.213160719692
extreme Belastung,hoch,41.45,19.12,431.69541816,114.485352199229
sehr starke Belastung,maessig,40.47,18.96,528.25051884,344.799686675001
sehr starke Belastung,maessig,39.19,18.65,176.354946,54.7976508985916
sehr starke Belastung,maessig,37.84,18.28,139.12530072,81.9786041464135
sehr starke Belastung,maessig,40.14,18.9,1925.98996744,537.685551459499
sehr starke Belastung,maessig,40.07,18.67,45.35702772,40.3573994787234
sehr starke Belastung,maessig,39.07,18.68,38.50636728,30.1688305061089
sehr starke Belastung,maessig,37.77,18.57,534.81370962,129.402226987293
starke Belastung,maessig,36.4,18.13,119.58690768,77.6765734063245
starke Belastung,maessig,36.65,18.57,196.5776681,70.9081766655999
sehr starke Belastung,maessig,37.24,18.66,2798.55041564,329.209712132242
sehr starke Belastung,maessig,38.71,18.84,612.85094052,251.123355394585
extreme Belastung,hoch,41.94,19.14,210.20282134,145.856214329738
sehr starke Belastung,maessig,40.83,18.93,83.9893949,68.647788477961
sehr starke Belastung,maessig,38.91,18.79,713.22902174,153.758933769321
sehr starke Belastung,maessig,39.48,18.86,1102.02772196,231.87001145435
sehr starke Belastung,maessig,37.83,18.85,64.4840822,82.2896139429464
starke Belastung,maessig,36.87,18.68,61.13076372,51.6638421384214
sehr starke Belastung,hoch,38.74,19.23,1079.05283062,281.998029785925
sehr starke Belastung,hoch,37.74,19.19,126.88452054,99.8744391207831
sehr starke Belastung,hoch,40.1,19.02,239.6045179,168.22479179982
starke Belastung,maessig,36.84,18.6,53.5845533,30.6234711365041
starke Belastung,maessig,36.92,18.78,44.6933103,28.590886427946
starke Belastung,hoch,35.13,19.35,150.3852615,57.4798976165819
extreme Belastung,hoch,41.25,19.26,626.88195292,410.874527682353
starke Belastung,maessig,36.97,18.75,156.78531002,69.9943972094157
starke Belastung,maessig,36.98,18.83,276.7034387,73.3326476296781
sehr starke Belastung,maessig,38.14,18.41,75.10217208,46.7625293169088
starke Belastung,maessig,36.85,18.76,55.6830605,68.3893300177153
extreme Belastung,hoch,41.86,19.32,120.2701257,51.2010307095534
sehr starke Belastung,hoch,39.62,19.07,7802.14382934,458.809041961396
sehr starke Belastung,hoch,40.72,19.21,613.71573996,375.214836081545
sehr starke Belastung,maessig,37.86,18.85,6285.1674647,503.557940011162
sehr starke Belastung,hoch,39.6,19.11,188.02732056,135.783801052991
extreme Belastung,hoch,41.72,19.14,533.47395488,319.663509500133
sehr starke Belastung,hoch,40.25,19.23,901.69117418,212.927438711949
sehr starke Belastung,hoch,39.71,19.06,253.6438791,176.115892104923
sehr starke Belastung,maessig,37.04,18.6,42.6714868,26.5169301992618
sehr starke Belastung,hoch,38.96,19.07,161.70174902,140.583189853547
sehr starke Belastung,maessig,39.19,18.9,872.7605942,242.454908443964
sehr starke Belastung,hoch,39.78,19.21,79.4779343,363.669123964362
sehr starke Belastung,hoch,40.14,19,1035.10976088,354.111927304103
starke Belastung,hoch,35.91,19.21,803.31895998,137.214114277567
sehr starke Belastung,hoch,39.92,19,300.22943942,92.7963505588706
sehr starke Belastung,hoch,38.35,19.12,1367.61230142,310.659182321099
sehr starke Belastung,hoch,39.68,19.04,35.10450572,31.6053996253286
sehr starke Belastung,maessig,37.76,18.73,276.45093096,107.446782446223
starke Belastung,maessig,36.48,18.37,85.719691,60.2742406882929
sehr starke Belastung,maessig,38.5,18.34,212.3622028,59.5253043329421
starke Belastung,maessig,36.08,18.86,241.6145098,63.0380404694663
starke Belastung,maessig,35.98,18.92,45.2431524,34.3833364045466
starke Belastung,hoch,35.11,19.12,942.91284708,185.207980302244
sehr starke Belastung,maessig,39.65,18.52,474.77755056,91.2735818204745
sehr starke Belastung,hoch,39.69,19.06,1358.58714606,551.41570004984
sehr starke Belastung,hoch,37.26,19.05,82.15471284,95.9092200989976
starke Belastung,maessig,36.99,18.68,55.6335189,60.5356100841218
sehr starke Belastung,hoch,38.47,19.11,3300.486829,230.254643529279
sehr starke Belastung,hoch,38.13,19.12,482.41264582,97.8878457641674
sehr starke Belastung,maessig,37.63,18.77,2987.76075088,340.724358579168
sehr starke Belastung,hoch,37.39,19.12,479.02300686,171.247510513304
starke Belastung,maessig,36.03,18.27,74.25682442,248.801990647106
maessige Belastung,schwach,33.6,17.62,574.01000792,449.3992247773
sehr starke Belastung,maessig,38.65,18.98,276.4347654,121.157817302081
sehr starke Belastung,hoch,38.75,19,176.8759917,148.371007696134
maessige Belastung,nicht vorhanden,34.12,17.38,71.52408516,89.7523044152483
starke Belastung,maessig,36.45,18.5,84.7581305,61.5644287556436
sehr starke Belastung,maessig,37.59,18.96,102.77705756,145.735457025036
starke Belastung,nicht vorhanden,35.02,16.78,188.46739414,72.7199695269627
schwache Belastung,maessig,27.01,18.16,53.6470813,50.5266639935156
sehr starke Belastung,maessig,37.9,18.82,127.66348714,102.891184831023
starke Belastung,maessig,36.34,18.49,66.139457,74.0722842277967
starke Belastung,maessig,35.78,18.79,200.02803666,57.4034288865094
sehr starke Belastung,maessig,37.31,18.78,479.78055374,329.376985470825
sehr starke Belastung,maessig,38.07,18.82,447.8517596,84.6532507994388
starke Belastung,maessig,36.29,18.54,284.89667902,70.7184902148476
extreme Belastung,hoch,41.1,19.23,100.25566114,139.234509219076
sehr starke Belastung,maessig,39.37,18.91,3720.42746558,700.321700763709
sehr starke Belastung,maessig,37.2,18.9,824.07173174,187.825182784939
maessige Belastung,maessig,30.56,18.11,503.63859962,469.156358204909
maessige Belastung,schwach,34.17,17.97,625.08822652,131.929299099138
sehr starke Belastung,maessig,38.21,18.32,352.2282413,99.6328104307258
maessige Belastung,maessig,32.86,18.08,70.49119896,145.572444398468
starke Belastung,maessig,36.63,18.39,2225.96569046,463.400886407402
maessige Belastung,maessig,31.46,18.09,1923.96101004,318.146120462372
starke Belastung,maessig,36.71,18.31,202.59591344,108.366727307992
starke Belastung,maessig,35.79,18.7,100.27003748,46.0862849247469
sehr starke Belastung,maessig,37.9,18.76,2304.07606932,293.127014906791
sehr starke Belastung,hoch,38.99,19.29,26.447331,23.8111389612079
maessige Belastung,maessig,31.44,18.22,806.91442912,286.716873990243
sehr starke Belastung,maessig,38.01,18.84,9111.64297426,3377.4273760726
sehr starke Belastung,hoch,39.58,19.08,303.91361524,357.167918251181
starke Belastung,maessig,36.09,18.47,9772.72886048,1272.08092277354
maessige Belastung,maessig,30.66,18.14,1169.95388092,734.779638068858
schwache Belastung,maessig,27.41,18.3,173.46303026,69.072398098383
starke Belastung,maessig,36.21,18.47,518.55029686,329.836166298481
sehr starke Belastung,hoch,39.38,19.32,113.40569572,70.6324426583698
maessige Belastung,maessig,31.71,18.91,43.68536196,31.0390217421532
starke Belastung,hoch,35.54,19.36,161.87601714,68.5192693718225
starke Belastung,maessig,35.38,18.61,131.26344664,110.191563549009
sehr starke Belastung,maessig,37.28,18.47,56.01499356,32.3812921670804
starke Belastung,maessig,35.12,18.54,95.73975632,45.8332203607907
starke Belastung,hoch,36.25,19.09,2090.0399088,614.05822820766
maessige Belastung,hoch,32.05,19.07,2.95639704,7.01171715573058
starke Belastung,maessig,36.81,18.8,170.684149,83.425667307492
maessige Belastung,hoch,34.83,19.32,29.440609,26.0837887615145
sehr starke Belastung,hoch,40.01,19.16,128.2314821,52.0880062503546
sehr starke Belastung,hoch,40.91,19.14,40.07794222,31.6758315537863
starke Belastung,maessig,35.69,18.92,5542.84858364,592.264914834789
sehr starke Belastung,maessig,38.13,18.68,613.6457188,106.244497349259
starke Belastung,maessig,35.25,18.38,39.6897785,78.4740541463419
sehr starke Belastung,maessig,39.13,18.99,410.99052356,365.937627225478
starke Belastung,maessig,35.56,18.54,71.5352478,36.7727122120518
sehr starke Belastung,maessig,39.28,18.98,473.2839854,386.179115198666
starke Belastung,maessig,35.54,18.53,104.8089454,60.4011221928019
starke Belastung,hoch,36.62,19.18,91.1766135,40.9335578802657
sehr starke Belastung,maessig,39.81,18.7,327.67087128,135.14642850175
starke Belastung,schwach,36.19,17.8,275.8273397,158.423075266117
extreme Belastung,maessig,41.61,18.51,140.03726408,100.320000643408
starke Belastung,maessig,36.4,18.32,117.38222104,127.720668074541
sehr starke Belastung,hoch,39.95,19.52,60.9480624,32.0600957334311
sehr starke Belastung,maessig,37.74,18.61,1948.50697274,661.499789232647
sehr starke Belastung,maessig,38.4,18.11,372.2307964,253.254088293167
starke Belastung,maessig,35.17,18.48,167.5016138,56.8397035989934
sehr starke Belastung,maessig,38.73,18.28,212.91607378,363.052613762152
sehr starke Belastung,maessig,38.73,18.71,102.71726272,218.963665119079
starke Belastung,maessig,36.08,18.3,5084.51789992,395.000122820244
sehr starke Belastung,maessig,37.24,18.54,3081.3926431,484.816944203973
maessige Belastung,schwach,34.91,17.75,25.0359254,20.854599618408
sehr starke Belastung,maessig,38.97,18.49,164.67792012,160.523661856109
starke Belastung,maessig,35.42,18.26,1127.37904258,181.927569558932
sehr starke Belastung,schwach,38.17,17.92,489.26865318,385.433593309309
maessige Belastung,maessig,34.55,18.3,28.6648341,23.2257431127302
sehr starke Belastung,maessig,39.73,18.32,76.60790334,184.399885937053
sehr starke Belastung,maessig,40.41,18.12,78.5760099,40.8958173290506
schwache Belastung,maessig,28.03,18.23,69.37473634,72.59794860122
maessige Belastung,schwach,30.76,17.77,29.4427621,21.9312270828343
maessige Belastung,maessig,32.45,18.25,69.52278548,40.8382036206574
starke Belastung,maessig,35.41,18.44,26.015725,29.476929731133
maessige Belastung,maessig,34.52,18.31,2117.40867878,275.24575749228
starke Belastung,schwach,36.37,17.87,39.13522138,38.4622674012965
sehr starke Belastung,maessig,40.61,18.31,955.08847504,323.518812680134
starke Belastung,schwach,36.83,17.99,178.51101834,66.581067310009
sehr starke Belastung,maessig,37.87,18.49,120.5179062,49.9536956888195
maessige Belastung,maessig,34.66,18.42,114.9709024,95.7506784849577
maessige Belastung,maessig,34.02,18.27,81.3337941,51.0171150139336
sehr starke Belastung,maessig,38.48,18.63,47.10074312,60.6624130487787
sehr starke Belastung,maessig,37.31,18.6,112.99109782,83.8679062320476
starke Belastung,maessig,36.19,18.65,182.11930822,74.258757735736
maessige Belastung,maessig,30.62,18.16,34.1661566,23.6645479878314
maessige Belastung,maessig,33.06,18.43,95.5184972,60.6679267352551
maessige Belastung,schwach,31.29,17.56,4299.54031522,453.315676319065
maessige Belastung,maessig,34.26,18.39,25.70448,21.0795493868812
maessige Belastung,maessig,30.49,18.23,71.12915982,35.796290689456
starke Belastung,maessig,36.16,18.43,845.20013016,155.828315698763
maessige Belastung,schwach,31.04,17.52,451.1926716,363.814812003197
maessige Belastung,maessig,32.95,18.2,163.76870518,91.309895408797
sehr starke Belastung,maessig,38.68,18.85,734.21416384,584.43521731635
maessige Belastung,maessig,33.41,18.21,19514.35800692,1441.39088980988
maessige Belastung,nicht vorhanden,32.01,16.32,450.11507472,353.657800737474
starke Belastung,schwach,36.93,17.8,42.7009039,29.7937364009318
maessige Belastung,schwach,32.34,17.92,66.92733954,58.8198592041731
sehr starke Belastung,schwach,37.34,17.76,34.0303322,23.6354937561907
sehr starke Belastung,schwach,38.94,17.92,28.26486752,20.6025836603422
maessige Belastung,schwach,31.63,17.86,1009.95042006,242.149026539758
maessige Belastung,nicht vorhanden,33.44,17.26,154.97720116,48.5042051419952
maessige Belastung,maessig,33.82,18.34,585.58127324,147.34846651595
maessige Belastung,maessig,32.48,18.16,124.41694164,133.269761431418
schwache Belastung,nicht vorhanden,27.12,16.7,385.44798868,153.460007726344
maessige Belastung,schwach,29.16,17.57,1802.76317922,210.902950760112
schwache Belastung,nicht vorhanden,25.97,17.38,109.6183865,53.9915631787973
maessige Belastung,nicht vorhanden,33.65,16.08,145.52680702,79.6777260684715
starke Belastung,maessig,36.05,18.79,53.81672918,39.982879780774
maessige Belastung,nicht vorhanden,34.12,17.42,1666.21897016,482.181485593482
maessige Belastung,schwach,33.99,17.62,9081.46154434,1634.46433348723
keine Belastung,nicht vorhanden,17.17,15.98,632.66828902,715.868906964149
keine Belastung,nicht vorhanden,22.78,15.02,791.95617564,512.736123428061
maessige Belastung,maessig,34.87,18.38,9981.98949214,8029.58971323119
maessige Belastung,maessig,32.12,18.49,62.6189404,37.9650179081918
maessige Belastung,maessig,32.26,18.36,1029.2807967,182.480917193854
maessige Belastung,maessig,32.86,18.59,750.03455572,356.911978206475
maessige Belastung,maessig,33.39,18.45,61.65771578,90.6656861917718
maessige Belastung,schwach,29.54,17.84,532.83003354,282.640335910898
