ARPS,ABC,FIRST_STAT,BFSNR,NBC,GEMEINDE,STAND,BCLAB,SHAPE.AREA,SHAPE.LEN
1,B,,261,1,Zürich,2019,Ueberbaut,5197.69778675,311.908642831131
1,B,,261,1,Zürich,2019,Ueberbaut,2484.25479602,321.000561165087
1,B,,261,1,Zürich,2019,Ueberbaut,9834.89206084,447.730511104231
1,B,,261,1,Zürich,2019,Ueberbaut,6880.106226715,345.974466578753
1,B,,261,1,Zürich,2019,Ueberbaut,29118.76615551,939.775945662475
1,B,,261,1,Zürich,2019,Ueberbaut,10831.55455253,2140.6823558604
1,B,,261,1,Zürich,2019,Ueberbaut,19896.769112875,650.490778679589
1,B,,261,1,Zürich,2019,Ueberbaut,5517.68892805,308.299078533606
1,B,,261,1,Zürich,2019,Ueberbaut,3418.381129475,324.490654291763
1,B,,261,1,Zürich,2019,Ueberbaut,2016.48629302,207.369456628986
1,B,,261,1,Zürich,2019,Ueberbaut,686.94465449,183.049252131515
1,B,,261,1,Zürich,2019,Ueberbaut,940.83816432,151.002401026274
1,B,,261,1,Zürich,2019,Ueberbaut,2740.318337715,280.595303976165
1,B,,261,1,Zürich,2019,Ueberbaut,4638.922964,271.975791619302
1,B,,261,1,Zürich,2019,Ueberbaut,2410.379200455,208.302015338906
1,B,,261,1,Zürich,2019,Ueberbaut,1468.370537525,177.487721302617
1,B,,261,1,Zürich,2019,Ueberbaut,6246.71604405,338.566767668854
1,B,,261,1,Zürich,2019,Ueberbaut,4371.918508775,315.224335601929
1,B,,261,1,Zürich,2019,Ueberbaut,5499.10686955,310.840307873402
1,B,,261,1,Zürich,2019,Ueberbaut,11439.000226595,447.080411096626
1,B,,261,1,Zürich,2019,Ueberbaut,2571.444702825,307.519908199244
1,B,,261,1,Zürich,2019,Ueberbaut,1107.80985157,172.18054327283
1,S,,261,2,Zürich,2019,Sofort baureif,1912.94197129,180.28071256976
1,TR,,261,11,Zürich,2019,Technischer Rest,3443.07447599,335.364354159854
1,B,,261,1,Zürich,2019,Ueberbaut,43690.57977229,973.882893934815
1,B,,261,1,Zürich,2019,Ueberbaut,14468.63362416,549.239974686988
1,S,,261,2,Zürich,2019,Sofort baureif,3281.172132235,258.158236184451
1,B,,261,1,Zürich,2019,Ueberbaut,53030.57572821,2000.36909123979
1,S,,261,2,Zürich,2019,Sofort baureif,2442.88119397,264.536525371946
1,S,,261,2,Zürich,2019,Sofort baureif,2476.40283694,241.030211901208
1,B,,261,1,Zürich,2019,Ueberbaut,5736.608558275,470.022750398207
1,B,,261,1,Zürich,2019,Ueberbaut,3472.806637355,336.876541235576
1,B,,261,1,Zürich,2019,Ueberbaut,11388.7894861,468.793814957793
1,B,,261,1,Zürich,2019,Ueberbaut,51954.757913145,1313.6714997238
1,B,,261,1,Zürich,2019,Ueberbaut,27326.02335473,702.794935084705
1,TR,,261,11,Zürich,2019,Technischer Rest,2795.1885345,582.246826210674
1,B,,261,1,Zürich,2019,Ueberbaut,12384.42999451,538.146340327878
1,S,,261,2,Zürich,2019,Sofort baureif,2703.515027715,268.745415505694
1,B,,261,1,Zürich,2019,Ueberbaut,9938.19806685,417.231253446314
1,TR,,261,11,Zürich,2019,Technischer Rest,70.4889125,64.0469117682352
1,TR,,261,11,Zürich,2019,Technischer Rest,3871.666733,326.830431903632
1,B,,261,1,Zürich,2019,Ueberbaut,4991.676317,318.276933322363
1,S,,261,2,Zürich,2019,Sofort baureif,1766.61159415,177.017385648969
1,B,,261,1,Zürich,2019,Ueberbaut,88244.10206118,2157.18672964077
1,S,,261,2,Zürich,2019,Sofort baureif,1719.2789542,217.1268586051
1,B,,261,1,Zürich,2019,Ueberbaut,6436.03710023,332.872077178049
1,TR,,261,11,Zürich,2019,Technischer Rest,4249.814648,429.744591479721
1,TR,,261,11,Zürich,2019,Technischer Rest,1967.19425264,764.642723596276
1,B,,261,1,Zürich,2019,Ueberbaut,5813.5415376,316.821341475691
1,TR,,261,11,Zürich,2019,Technischer Rest,21281.82143278,954.247427639481
1,S,,261,2,Zürich,2019,Sofort baureif,208.404070325,69.6114651854407
1,S,,261,2,Zürich,2019,Sofort baureif,3209.23553379,352.921599034124
1,B,,261,1,Zürich,2019,Ueberbaut,19795.314817395,812.527342542438
1,B,,261,1,Zürich,2019,Ueberbaut,14618.99435945,510.416429592032
1,S,,261,2,Zürich,2019,Sofort baureif,10351.328980675,527.528498591447
1,B,,261,1,Zürich,2019,Ueberbaut,8326.66133584,550.41070632198
1,S,,261,2,Zürich,2019,Sofort baureif,2837.039166175,262.583091024892
1,B,,261,1,Zürich,2019,Ueberbaut,2707.761885935,209.211256348016
1,S,,261,2,Zürich,2019,Sofort baureif,6823.580085495,381.650895070306
1,TR,,261,11,Zürich,2019,Technischer Rest,33616.34173,779.883517974284
1,TR,,261,11,Zürich,2019,Technischer Rest,1377.411741,179.378205201508
1,TR,,261,11,Zürich,2019,Technischer Rest,595.698348,190.526824479739
1,TR,,261,11,Zürich,2019,Technischer Rest,6229.20231115,682.031523664248
1,TR,,261,11,Zürich,2019,Technischer Rest,43036.33892119,1201.94571966088
1,TR,,261,11,Zürich,2019,Technischer Rest,979.519384,131.552021889199
27,B,,131,1,Adliswil,2019,Ueberbaut,11159.88445005,1174.29526841038
27,5J,,131,3,Adliswil,2019,Baureif in 5 Jahren,12250.236659705,492.465008961144
1,TR,,261,11,Zürich,2019,Technischer Rest,7717.16437437,329.124717767891
27,TR,,131,11,Adliswil,2019,Technischer Rest,98203.697186105,7794.57910025955
1,B,,261,1,Zürich,2019,Ueberbaut,167199.51989088,3402.99988011164
1,B,,261,1,Zürich,2019,Ueberbaut,48000.5391948,1031.19112310417
31,B,,135,1,Kilchberg,2019,Ueberbaut,108606.24222955,1651.38635158105
1,TR,,261,11,Zürich,2019,Technischer Rest,14589.23294305,927.14350278532
1,TR,,261,11,Zürich,2019,Technischer Rest,1302.29043875,390.863554750682
1,TR,,261,11,Zürich,2019,Technischer Rest,9250.51141151,729.305695203749
1,TR,,261,11,Zürich,2019,Technischer Rest,4777.32994372,352.39295176025
1,B,,261,1,Zürich,2019,Ueberbaut,10784.74331236,413.543926590334
1,B,,261,1,Zürich,2019,Ueberbaut,10915.751728745,440.118132827574
1,S,,261,2,Zürich,2019,Sofort baureif,1946.532093595,178.720842966755
1,S,,261,2,Zürich,2019,Sofort baureif,1031.87074505,137.348575383055
1,B,,261,1,Zürich,2019,Ueberbaut,5623.47231855,379.279938727099
1,B,,261,1,Zürich,2019,Ueberbaut,133604.34090695,2449.00190946068
1,B,,261,1,Zürich,2019,Ueberbaut,9272.1332075,418.601949662911
1,B,,261,1,Zürich,2019,Ueberbaut,13138.619841435,665.52653620232
1,B,,261,1,Zürich,2019,Ueberbaut,33580.14295803,1439.07262615582
1,S,,261,2,Zürich,2019,Sofort baureif,687.85879398,105.153842186986
1,S,,261,2,Zürich,2019,Sofort baureif,2098.598678945,207.150854582825
1,B,,261,1,Zürich,2019,Ueberbaut,6704.15594609,333.98145875947
1,B,,261,1,Zürich,2019,Ueberbaut,38071.283922235,1287.71802357876
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,7711.42101126,559.941727352789
1,B,,261,1,Zürich,2019,Ueberbaut,3517.331720835,616.437832237021
1,B,,261,1,Zürich,2019,Ueberbaut,42001.40021935,1668.27558401725
1,B,,261,1,Zürich,2019,Ueberbaut,289.615127385,67.0482635399123
1,B,,261,1,Zürich,2019,Ueberbaut,30793.040827805,842.04398916041
1,B,,261,1,Zürich,2019,Ueberbaut,48892.8858486,967.248845809705
1,TR,,261,11,Zürich,2019,Technischer Rest,304.15694319,131.615520962097
1,B,,261,1,Zürich,2019,Ueberbaut,13244.103426995,633.967311469455
1,B,,261,1,Zürich,2019,Ueberbaut,39680.62226851,1641.05048911837
1,B,,261,1,Zürich,2019,Ueberbaut,88.220014265,38.3673467956492
1,B,,261,1,Zürich,2019,Ueberbaut,4857.0074141,277.348889228557
1,B,,261,1,Zürich,2019,Ueberbaut,4302.74010851,262.026956016601
1,B,,261,1,Zürich,2019,Ueberbaut,2267.2298446,261.800948096734
1,B,,261,1,Zürich,2019,Ueberbaut,3374.80274098,229.405117514031
1,B,,261,1,Zürich,2019,Ueberbaut,7284.746563615,369.015573496094
1,B,,261,1,Zürich,2019,Ueberbaut,3190.030639915,223.443221257022
1,B,,261,1,Zürich,2019,Ueberbaut,2097.141664525,182.05717493907
1,B,,261,1,Zürich,2019,Ueberbaut,1934.199017435,176.861581092676
1,B,,261,1,Zürich,2019,Ueberbaut,7132.611788425,340.860548590917
1,B,,261,1,Zürich,2019,Ueberbaut,4921.70506275,355.769869386644
1,B,,261,1,Zürich,2019,Ueberbaut,1447.365889175,191.044589886126
1,B,,261,1,Zürich,2019,Ueberbaut,2442.431989385,230.486949988454
1,B,,261,1,Zürich,2019,Ueberbaut,3200.43923105,223.502642744466
1,B,,261,1,Zürich,2019,Ueberbaut,4735.8035258,288.891880167009
1,B,,261,1,Zürich,2019,Ueberbaut,9404.844580725,387.251273139828
1,B,,261,1,Zürich,2019,Ueberbaut,2569.076016,210.379876165411
1,B,,261,1,Zürich,2019,Ueberbaut,4569.2075995,276.242027598211
1,TR,,261,11,Zürich,2019,Technischer Rest,7856.20083206,342.96212241029
1,B,,261,1,Zürich,2019,Ueberbaut,7797.023614735,354.862886493007
1,B,,261,1,Zürich,2019,Ueberbaut,4242.1508135,265.352267539283
1,B,,261,1,Zürich,2019,Ueberbaut,5284.467396025,380.611949290727
1,B,,261,1,Zürich,2019,Ueberbaut,5499.1912285,300.467907493669
1,B,,261,1,Zürich,2019,Ueberbaut,3398.5548006,593.725530198315
1,B,,261,1,Zürich,2019,Ueberbaut,3656.91968298,243.845198250051
1,B,,261,1,Zürich,2019,Ueberbaut,182.2639304,120.217362307356
1,B,,261,1,Zürich,2019,Ueberbaut,6252.438792515,331.448893412789
1,B,,261,1,Zürich,2019,Ueberbaut,2235.3182795,191.738037407524
1,B,,261,1,Zürich,2019,Ueberbaut,9633.559032525,420.964082967907
1,B,,261,1,Zürich,2019,Ueberbaut,19714.88989133,777.519633118336
1,TR,,261,11,Zürich,2019,Technischer Rest,1257.0763365,147.795183434796
1,B,,261,1,Zürich,2019,Ueberbaut,8971.6056685,386.029081738358
1,B,,261,1,Zürich,2019,Ueberbaut,834.255308,112.911408432305
1,B,,261,1,Zürich,2019,Ueberbaut,6469.48873416,308.462441208228
1,B,,261,1,Zürich,2019,Ueberbaut,15747.452364055,655.465700651915
1,B,,261,1,Zürich,2019,Ueberbaut,79941.52462401,2948.3792156585
1,S,,261,2,Zürich,2019,Sofort baureif,1349.49645501,154.419571725457
1,S,,261,2,Zürich,2019,Sofort baureif,839.751253465,114.83566577492
1,B,,261,1,Zürich,2019,Ueberbaut,1214.00740525,427.647926064458
1,B,,261,1,Zürich,2019,Ueberbaut,997.284865255,157.818539573047
1,B,,261,1,Zürich,2019,Ueberbaut,247.794868035,170.892733948365
1,B,,261,1,Zürich,2019,Ueberbaut,10716.66944993,506.430404090796
1,B,,261,1,Zürich,2019,Ueberbaut,7298.97785501,387.854299301289
1,B,,261,1,Zürich,2019,Ueberbaut,2633.64205279,241.517599269841
1,B,,261,1,Zürich,2019,Ueberbaut,3422.895637285,279.60911360026
1,B,,261,1,Zürich,2019,Ueberbaut,1296.83668665,154.931339074522
1,B,,261,1,Zürich,2019,Ueberbaut,4080.925558435,333.411634604219
1,B,,261,1,Zürich,2019,Ueberbaut,269.3033606,103.208971245627
1,TR,,261,11,Zürich,2019,Technischer Rest,4276.767901565,347.775264866214
1,B,,261,1,Zürich,2019,Ueberbaut,5349.98255986,300.915906436687
1,B,,261,1,Zürich,2019,Ueberbaut,1349.471006705,297.368312638102
1,B,,261,1,Zürich,2019,Ueberbaut,3066.1325919,545.460411823615
1,B,,261,1,Zürich,2019,Ueberbaut,1727.95829358,184.905321808764
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,11276.70306048,701.715700497535
1,B,,261,1,Zürich,2019,Ueberbaut,3245.10555142,345.340166105004
1,B,,261,1,Zürich,2019,Ueberbaut,958.906590315,124.245228205647
1,B,,261,1,Zürich,2019,Ueberbaut,3461.095479,242.695986321808
1,B,,261,1,Zürich,2019,Ueberbaut,9041.533069,385.252913910227
1,B,,261,1,Zürich,2019,Ueberbaut,2478.24906375,222.743088059374
1,B,,261,1,Zürich,2019,Ueberbaut,14530.81777351,783.805420995512
1,S,,261,2,Zürich,2019,Sofort baureif,3121.403919825,299.414728738288
1,B,,261,1,Zürich,2019,Ueberbaut,133877.678693655,4258.09720130542
1,B,,261,1,Zürich,2019,Ueberbaut,59154.319859,1807.40677041374
1,B,,261,1,Zürich,2019,Ueberbaut,2264.59991431,512.197190114862
1,B,,261,1,Zürich,2019,Ueberbaut,449.17267065,96.6481184438078
1,B,,261,1,Zürich,2019,Ueberbaut,11198.068855205,516.657171694843
1,B,,261,1,Zürich,2019,Ueberbaut,38015.768377125,1420.52290041187
1,B,,261,1,Zürich,2019,Ueberbaut,13396.543920785,527.200283006526
1,B,,261,1,Zürich,2019,Ueberbaut,30227.093608485,1680.21176028844
1,TR,,261,11,Zürich,2019,Technischer Rest,33242.158015125,2441.67378687696
1,TR,,261,11,Zürich,2019,Technischer Rest,4823.08166824,476.374672859963
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,1104.928907725,143.855590914408
1,B,,261,1,Zürich,2019,Ueberbaut,4898.31457525,320.923820939965
1,B,,261,1,Zürich,2019,Ueberbaut,2407.3120585,196.961251037011
1,TR,,261,11,Zürich,2019,Technischer Rest,1808.8007585,187.892710512767
1,B,,261,1,Zürich,2019,Ueberbaut,40012.407545705,1533.83735957557
1,B,,261,1,Zürich,2019,Ueberbaut,10818.994180955,455.352437454314
1,B,,261,1,Zürich,2019,Ueberbaut,24163.446356965,925.603462873534
1,TR,,261,11,Zürich,2019,Technischer Rest,6489.995814,341.918103812133
1,B,,261,1,Zürich,2019,Ueberbaut,6099.1958708,349.074095845178
1,B,,261,1,Zürich,2019,Ueberbaut,22477.63046358,851.510532305352
1,B,,261,1,Zürich,2019,Ueberbaut,105887.88760909,2781.33557379095
1,TR,,261,11,Zürich,2019,Technischer Rest,3424.008541665,268.179665528009
1,S,,261,2,Zürich,2019,Sofort baureif,47364.74618281,873.237897484552
1,S,,261,2,Zürich,2019,Sofort baureif,2551.08875641,232.914078386436
1,TR,,261,11,Zürich,2019,Technischer Rest,107560.177466705,1322.52581646315
1,TR,,261,11,Zürich,2019,Technischer Rest,959.12453167,163.834122504
1,B,,261,1,Zürich,2019,Ueberbaut,17054.203041345,611.164645594461
1,S,,261,2,Zürich,2019,Sofort baureif,1646.354865855,181.736073088788
59,TR,,97,11,Rümlang,2019,Technischer Rest,14108.4452016,590.457951232938
1,B,,261,1,Zürich,2019,Ueberbaut,15105.00765232,656.041479400974
1,TR,,261,11,Zürich,2019,Technischer Rest,11148.6895731,757.315577750092
1,B,,261,1,Zürich,2019,Ueberbaut,495360.617826885,8006.18761414836
1,B,,261,1,Zürich,2019,Ueberbaut,99303.26072258,3040.51220920119
1,B,,261,1,Zürich,2019,Ueberbaut,677.12546637,156.796186242612
1,B,,261,1,Zürich,2019,Ueberbaut,1955.29642355,185.716463149495
1,B,,261,1,Zürich,2019,Ueberbaut,1851.89503595,175.390295166436
1,B,,261,1,Zürich,2019,Ueberbaut,3143.07912894,229.548617149914
1,B,,261,1,Zürich,2019,Ueberbaut,2333.075502135,232.034298338568
1,B,,261,1,Zürich,2019,Ueberbaut,10126.71049275,486.454116915266
1,B,,261,1,Zürich,2019,Ueberbaut,9910.64319875,404.764035632438
1,B,,261,1,Zürich,2019,Ueberbaut,4069.68187383,304.907018199995
1,B,,261,1,Zürich,2019,Ueberbaut,4122.749479,273.560209769059
1,B,,261,1,Zürich,2019,Ueberbaut,1948.972975225,216.544162448492
1,B,,261,1,Zürich,2019,Ueberbaut,1249.10764493,179.342115406432
1,B,,261,1,Zürich,2019,Ueberbaut,531.00087147,94.2719457539958
1,TR,,261,11,Zürich,2019,Technischer Rest,5061.494957,329.32711899168
1,B,,261,1,Zürich,2019,Ueberbaut,3224.870146665,284.897034199253
1,B,,261,1,Zürich,2019,Ueberbaut,4387.724520645,308.713227096184
1,B,,261,1,Zürich,2019,Ueberbaut,55398.4140227,8575.38459645742
1,B,,261,1,Zürich,2019,Ueberbaut,2526.0835305,257.051072528944
1,B,,261,1,Zürich,2019,Ueberbaut,3576.79806595,272.329379207525
1,B,,261,1,Zürich,2019,Ueberbaut,2784.6224296,241.122416435138
1,B,,261,1,Zürich,2019,Ueberbaut,3152.42929639,241.92285876714
1,B,,261,1,Zürich,2019,Ueberbaut,909.63044728,137.27212469521
1,B,,261,1,Zürich,2019,Ueberbaut,1773.85589102,183.61765268514
1,B,,261,1,Zürich,2019,Ueberbaut,5657.819190305,1121.9845700775
1,B,,261,1,Zürich,2019,Ueberbaut,1465.018646325,177.997034479866
1,B,,261,1,Zürich,2019,Ueberbaut,910.36051895,137.319072130744
1,B,,261,1,Zürich,2019,Ueberbaut,1292.641604525,200.152425705571
1,B,,261,1,Zürich,2019,Ueberbaut,1157.91200255,155.593615746845
1,B,,261,1,Zürich,2019,Ueberbaut,3261.28653233,229.17849531085
1,S,,261,2,Zürich,2019,Sofort baureif,1495.11709993,164.829605513335
1,TR,,261,11,Zürich,2019,Technischer Rest,2778.640800515,215.457620386877
1,B,,261,1,Zürich,2019,Ueberbaut,18443.2911956,778.057434787852
1,S,,261,2,Zürich,2019,Sofort baureif,907.477065585,129.26948515921
1,TR,,261,11,Zürich,2019,Technischer Rest,3613.0914685,260.234277531014
1,B,,261,1,Zürich,2019,Ueberbaut,68395.286151305,2689.11747030837
1,B,,261,1,Zürich,2019,Ueberbaut,8503.07719675,442.027720223459
1,B,,261,1,Zürich,2019,Ueberbaut,879.32206689,118.139371260158
1,B,,261,1,Zürich,2019,Ueberbaut,476.61918623,88.6389162360006
1,B,,261,1,Zürich,2019,Ueberbaut,99.379646105,147.300471197674
1,B,,261,1,Zürich,2019,Ueberbaut,985.98893232,126.473501674968
1,TR,,261,11,Zürich,2019,Technischer Rest,166420.97344293,4424.13723943729
1,B,,261,1,Zürich,2019,Ueberbaut,4952.876721535,306.20138392171
1,TR,,261,11,Zürich,2019,Technischer Rest,4963.08118984,355.590157022762
1,B,,261,1,Zürich,2019,Ueberbaut,10037.61207662,586.432871227159
1,B,,261,1,Zürich,2019,Ueberbaut,3972.243166835,311.614467859206
1,TR,,261,11,Zürich,2019,Technischer Rest,1203.539965965,233.525855515677
1,B,,261,1,Zürich,2019,Ueberbaut,151041.825310755,4122.02086550787
1,S,,261,2,Zürich,2019,Sofort baureif,729.40160794,115.318255426254
1,TR,,261,11,Zürich,2019,Technischer Rest,10382.62706738,898.546775066426
1,TR,,261,11,Zürich,2019,Technischer Rest,2955.30427258,517.81350353165
1,B,,261,1,Zürich,2019,Ueberbaut,13754.137382505,642.110431803904
1,B,,261,1,Zürich,2019,Ueberbaut,10232.13571035,620.703683129588
1,B,,261,1,Zürich,2019,Ueberbaut,12295.25751466,774.185209887226
1,B,,261,1,Zürich,2019,Ueberbaut,724.5753685,251.480857047509
1,B,,261,1,Zürich,2019,Ueberbaut,214.5382675,117.809547932131
1,B,,261,1,Zürich,2019,Ueberbaut,21.9431245,28.3458021081196
1,S,,261,2,Zürich,2019,Sofort baureif,818.67879669,118.839945502697
1,TR,,261,11,Zürich,2019,Technischer Rest,22650.5986586,1160.57745630542
1,B,,261,1,Zürich,2019,Ueberbaut,8124.380164045,374.686869219804
1,B,,261,1,Zürich,2019,Ueberbaut,2972.360072685,234.732916623983
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,521.72857645,109.173615201582
1,B,,261,1,Zürich,2019,Ueberbaut,4747.839396735,292.345392698591
1,B,,261,1,Zürich,2019,Ueberbaut,9343.36210383,439.865975134852
1,B,,261,1,Zürich,2019,Ueberbaut,18315.946019095,618.940682959731
1,B,,261,1,Zürich,2019,Ueberbaut,80006.74569716,1164.54675323651
1,TR,,261,11,Zürich,2019,Technischer Rest,1531.752057,250.122103521649
1,TR,,261,11,Zürich,2019,Technischer Rest,801.925861435,409.162712434346
1,B,,261,1,Zürich,2019,Ueberbaut,13795.013158,470.050174938826
1,B,,261,1,Zürich,2019,Ueberbaut,27765.248940875,1030.80122222018
1,B,,261,1,Zürich,2019,Ueberbaut,2.8572046,45.2956850603628
1,S,,261,2,Zürich,2019,Sofort baureif,3189.10362198,744.357630592996
1,B,,261,1,Zürich,2019,Ueberbaut,5020.7809327,285.582226620994
1,B,,261,1,Zürich,2019,Ueberbaut,4899.998359465,519.400666163328
1,S,,261,2,Zürich,2019,Sofort baureif,77.72301223,37.6171510397469
1,TR,,261,11,Zürich,2019,Technischer Rest,4058.06508026,607.480587435731
1,B,,261,1,Zürich,2019,Ueberbaut,20485.86456033,990.333487107351
1,B,,261,1,Zürich,2019,Ueberbaut,4938.529165035,337.455164291886
1,TR,,261,11,Zürich,2019,Technischer Rest,2030.10337515,251.574066183603
1,TR,,261,11,Zürich,2019,Technischer Rest,53827.029177685,1117.78657877915
1,S,,261,2,Zürich,2019,Sofort baureif,489.66498849,88.7088789413392
58,B,,66,1,Opfikon,2019,Ueberbaut,6048.298911255,376.937251078751
58,TR,,66,11,Opfikon,2019,Technischer Rest,862.7372195,556.883715772092
1,S,,261,2,Zürich,2019,Sofort baureif,17554.55900899,1001.29732850032
49,5J,,161,3,Zollikon,2019,Baureif in 5 Jahren,5276.477970075,291.442333799705
49,B,,161,1,Zollikon,2019,Ueberbaut,9048.342841745,455.992969948035
49,TR,,161,11,Zollikon,2019,Technischer Rest,6901.8656965,1133.33290359949
49,B,,161,1,Zollikon,2019,Ueberbaut,51278.38710996,944.250891229044
49,TR,,161,11,Zollikon,2019,Technischer Rest,448446.93296224,5841.66602234391
1,S,,261,2,Zürich,2019,Sofort baureif,7073.98674775,350.532700741909
1,B,,261,1,Zürich,2019,Ueberbaut,110803.313652085,1690.88560987979
1,B,,261,1,Zürich,2019,Ueberbaut,46899.43480487,1223.69174954585
1,S,,261,2,Zürich,2019,Sofort baureif,1000.09005971,135.9284788468
1,TR,,261,11,Zürich,2019,Technischer Rest,714.638207,232.823516487761
1,TR,,261,11,Zürich,2019,Technischer Rest,7322.36920826,477.241494787396
1,TR,,261,11,Zürich,2019,Technischer Rest,15034.164483,676.227572407856
1,TR,,261,11,Zürich,2019,Technischer Rest,2650.555752325,393.467484320899
1,TR,,261,11,Zürich,2019,Technischer Rest,5234.325724,385.290099891002
1,S,,261,2,Zürich,2019,Sofort baureif,5142.41599067,327.367666397236
1,TR,,261,11,Zürich,2019,Technischer Rest,8379.2738235,420.904549862063
1,TR,,261,11,Zürich,2019,Technischer Rest,8150.99152902,460.955869318838
1,TR,,261,11,Zürich,2019,Technischer Rest,707.0353575,107.248579488929
1,B,,261,1,Zürich,2019,Ueberbaut,133.58210389,54.2297353973808
1,TR,,261,11,Zürich,2019,Technischer Rest,1233.62050481,262.419989052179
1,B,,261,1,Zürich,2019,Ueberbaut,9145.088193275,598.803962333614
1,S,,261,2,Zürich,2019,Sofort baureif,892.38034802,120.316853703226
1,TR,,261,11,Zürich,2019,Technischer Rest,16209.432799455,1061.96928410756
1,B,,261,1,Zürich,2019,Ueberbaut,17172.92421251,640.714252104341
1,TR,,261,11,Zürich,2019,Technischer Rest,5721.933227,441.96065345909
1,TR,,261,11,Zürich,2019,Technischer Rest,823.901980775,127.596269169615
1,B,,261,1,Zürich,2019,Ueberbaut,181963.21280638,2579.52068201671
1,B,,261,1,Zürich,2019,Ueberbaut,501123.49995587,7806.69790171437
1,TR,,261,11,Zürich,2019,Technischer Rest,2606.50031275,359.555492821478
1,S,,261,2,Zürich,2019,Sofort baureif,1295.33040975,145.640897174764
1,B,,261,1,Zürich,2019,Ueberbaut,9352.214990685,395.010487851168
1,S,,261,2,Zürich,2019,Sofort baureif,1641.92498325,160.981621266689
1,B,,261,1,Zürich,2019,Ueberbaut,7029.6660314,347.138658367296
1,TR,,261,11,Zürich,2019,Technischer Rest,7828.5938135,366.861961611787
1,TR,,261,11,Zürich,2019,Technischer Rest,17162.409063,586.374511778615
1,TR,,261,11,Zürich,2019,Technischer Rest,3180.496926,918.239458553351
1,TR,,261,11,Zürich,2019,Technischer Rest,96466.85809395,2302.39521389992
53,TR,,191,11,Dübendorf,2019,Technischer Rest,2464133.35265299,20295.1007440845
1,B,,261,1,Zürich,2019,Ueberbaut,12889.733885365,703.544508565969
1,TR,,261,11,Zürich,2019,Technischer Rest,22.8878139,71.7738477466076
1,TR,,261,11,Zürich,2019,Technischer Rest,45739.70120317,976.664785203663
1,S,,261,2,Zürich,2019,Sofort baureif,239.825808315,146.366835673425
1,B,,261,1,Zürich,2019,Ueberbaut,18590.202415315,614.037658577822
1,B,,261,1,Zürich,2019,Ueberbaut,8650.07197235,479.276740628318
1,S,,261,2,Zürich,2019,Sofort baureif,1477.34222458,171.641857933066
1,B,,261,1,Zürich,2019,Ueberbaut,12536.211393555,640.250101974669
1,B,,261,1,Zürich,2019,Ueberbaut,7450.106593,360.450719571509
1,B,,261,1,Zürich,2019,Ueberbaut,21299.164456865,592.373106079887
1,B,,261,1,Zürich,2019,Ueberbaut,10049.6894007,717.239643440239
62,TR,,69,11,Wallisellen,2019,Technischer Rest,315920.92089565,7824.96391649137
58,TR,,66,11,Opfikon,2019,Technischer Rest,76525.666041085,1169.25296986582
49,TR,,161,11,Zollikon,2019,Technischer Rest,263266.900991365,8859.48437742361
1,TR,,261,11,Zürich,2019,Technischer Rest,9182.540695515,920.548907020426
1,TR,,261,11,Zürich,2019,Technischer Rest,357.328364,87.1906820667099
1,TR,,261,11,Zürich,2019,Technischer Rest,111355.546613335,1679.11280601255
1,TR,,261,11,Zürich,2019,Technischer Rest,110865.72616438,2092.35609379261
1,TR,,261,11,Zürich,2019,Technischer Rest,29913.0954815,771.191395547653
1,TR,,261,11,Zürich,2019,Technischer Rest,5421173.44645052,35727.1667788911
9,TR,,248,11,Uitikon,2019,Technischer Rest,46426.917067735,9779.18631056514
9,TR,,248,11,Uitikon,2019,Technischer Rest,14661.756053825,754.64629443466
8,B,,247,1,Schlieren,2019,Ueberbaut,6124.858317825,354.219749241948
1,TR,,261,11,Zürich,2019,Technischer Rest,9988.86682285,503.948799747324
1,B,,261,1,Zürich,2019,Ueberbaut,73164.73099754,1309.94881433721
1,TR,,261,11,Zürich,2019,Technischer Rest,30125.887616,752.477606134662
1,TR,,261,11,Zürich,2019,Technischer Rest,79303.283770675,1352.79753521545
8,S,,247,2,Schlieren,2019,Sofort baureif,20861.39172964,893.475177163479
1,TR,,261,11,Zürich,2019,Technischer Rest,405.4048525,102.145361754192
1,TR,,261,11,Zürich,2019,Technischer Rest,2.84479763,9.90776481611251
1,B,,261,1,Zürich,2019,Ueberbaut,35730.957687215,1205.63113140255
1,TR,,261,11,Zürich,2019,Technischer Rest,6950.329824,440.715330906868
1,S,,261,2,Zürich,2019,Sofort baureif,974.80592232,126.989480392296
1,B,,261,1,Zürich,2019,Ueberbaut,3318.838772815,293.21339779248
1,B,,261,1,Zürich,2019,Ueberbaut,571.11156559,138.139152811045
1,B,,261,1,Zürich,2019,Ueberbaut,5549.3156381,415.533040432758
1,S,,261,2,Zürich,2019,Sofort baureif,1539.38099449,193.963557193462
1,S,,261,2,Zürich,2019,Sofort baureif,14131.797936535,824.57429473997
1,B,,261,1,Zürich,2019,Ueberbaut,5394.827726885,372.808973282593
1,B,,261,1,Zürich,2019,Ueberbaut,7523.61610246,657.127982661898
1,TR,,261,11,Zürich,2019,Technischer Rest,4140.331559155,261.212073250875
