ARPS,ABC,FIRST_STAT,BFSNR,NBC,GEMEINDE,STAND,BCLAB,SHAPE.AREA,SHAPE.LEN
1,TR,,261,11,Zürich,2019,Technischer Rest,1721773.09441739,8074.45736629474
8,B,,247,1,Schlieren,2019,Ueberbaut,8338.10807578,404.514634259893
1,TR,,261,11,Zürich,2019,Technischer Rest,16682.8072612,1516.62867724519
6,TR,,245,11,Oberengstringen,2019,Technischer Rest,85168.006811555,2005.31730194225
6,TR,,245,11,Oberengstringen,2019,Technischer Rest,273583.986998795,4109.24117706291
6,TR,,245,11,Oberengstringen,2019,Technischer Rest,61039.491512295,4477.18507736769
70,TR,,96,11,Regensdorf,2019,Technischer Rest,2884410.04678837,23508.0456701498
1,TR,,261,11,Zürich,2019,Technischer Rest,130722.648351165,1658.4277502718
9,TR,,248,11,Uitikon,2019,Technischer Rest,22530.912559,2421.9961130349
1,TR,,261,11,Zürich,2019,Technischer Rest,5660.31387869,368.555510599655
1,TR,,261,11,Zürich,2019,Technischer Rest,1812.238447,311.61400594706
1,TR,,261,11,Zürich,2019,Technischer Rest,3680.207614,314.335538374036
1,TR,,261,11,Zürich,2019,Technischer Rest,901.875378215,175.261776454233
1,TR,,261,11,Zürich,2019,Technischer Rest,16897.509502905,1051.88478880339
1,S,,261,2,Zürich,2019,Sofort baureif,316.00485667,71.3543629212602
1,S,,261,2,Zürich,2019,Sofort baureif,316.698739305,94.7090085007701
1,B,,261,1,Zürich,2019,Ueberbaut,2856.66602222,328.743170685292
1,TR,,261,11,Zürich,2019,Technischer Rest,14842.419754605,1481.53103844861
1,B,,261,1,Zürich,2019,Ueberbaut,70468.9048402,1039.60270529495
1,B,,261,1,Zürich,2019,Ueberbaut,8116.84542817,1162.85969356342
1,TR,,261,11,Zürich,2019,Technischer Rest,1193.136872,240.789447096821
1,B,,261,1,Zürich,2019,Ueberbaut,1639.493009505,309.233068870107
1,B,,261,1,Zürich,2019,Ueberbaut,19457.794915155,592.573383060071
1,TR,,261,11,Zürich,2019,Technischer Rest,3455.923206765,341.191417326767
1,B,,261,1,Zürich,2019,Ueberbaut,53956.25460301,1774.40362774186
1,S,,261,2,Zürich,2019,Sofort baureif,1664.442172935,278.661122539688
1,B,,261,1,Zürich,2019,Ueberbaut,5313.398163,298.680808952563
1,S,,261,2,Zürich,2019,Sofort baureif,1062.292382255,153.210371910458
1,B,,261,1,Zürich,2019,Ueberbaut,35561.059025165,839.433509506373
1,S,,261,2,Zürich,2019,Sofort baureif,7748.799464695,456.553166447245
1,TR,,261,11,Zürich,2019,Technischer Rest,27173.3174221,890.554123371885
1,B,,261,1,Zürich,2019,Ueberbaut,7171.912954895,418.719694188328
1,B,,261,1,Zürich,2019,Ueberbaut,30282.64765739,1170.87421473454
1,B,,261,1,Zürich,2019,Ueberbaut,14.26708,26.059974685896
1,TR,,261,11,Zürich,2019,Technischer Rest,13007.200396,482.355746388351
1,B,,261,1,Zürich,2019,Ueberbaut,9183.63627224,706.573072268706
70,TR,,96,11,Regensdorf,2019,Technischer Rest,7961.669748,423.944102051079
70,TR,,96,11,Regensdorf,2019,Technischer Rest,48916.50180395,1603.41598614126
1,TR,,261,11,Zürich,2019,Technischer Rest,45.06443833,46.0293731074116
1,TR,,261,11,Zürich,2019,Technischer Rest,7442.95506,397.415722799302
1,TR,,261,11,Zürich,2019,Technischer Rest,9222.681316,552.605029829007
1,S,,261,2,Zürich,2019,Sofort baureif,6836.87339206,458.345851051087
1,B,,261,1,Zürich,2019,Ueberbaut,12868.94435239,1515.08582970249
1,TR,,261,11,Zürich,2019,Technischer Rest,167116.27801292,3873.14991746329
1,TR,,261,11,Zürich,2019,Technischer Rest,28651.532625,1808.75767442404
1,TR,,261,11,Zürich,2019,Technischer Rest,1893.922693735,203.385999756157
1,TR,,261,11,Zürich,2019,Technischer Rest,36.1831136,27.9583969299243
1,B,,261,1,Zürich,2019,Ueberbaut,40984.48617632,1008.25964584938
1,TR,,261,11,Zürich,2019,Technischer Rest,33205.6891006,1094.73798800556
1,S,,261,2,Zürich,2019,Sofort baureif,1692.21367563,185.850381219932
1,TR,,261,11,Zürich,2019,Technischer Rest,7718.76031525,763.09814951474
1,S,,261,2,Zürich,2019,Sofort baureif,428.17959022,84.6013864460818
1,TR,,261,11,Zürich,2019,Technischer Rest,21536.4831195,1889.77220678682
1,B,,261,1,Zürich,2019,Ueberbaut,17311.165737085,818.432673707654
1,B,,261,1,Zürich,2019,Ueberbaut,100100.497686205,1685.55284563947
1,B,,261,1,Zürich,2019,Ueberbaut,8184.4342725,413.917235894449
1,TR,,261,11,Zürich,2019,Technischer Rest,42610.19013555,1279.44138747616
1,TR,,261,11,Zürich,2019,Technischer Rest,20760.39576745,840.190445800175
1,B,,261,1,Zürich,2019,Ueberbaut,15135.394317155,707.412582695922
1,S,,261,2,Zürich,2019,Sofort baureif,767.87205935,121.404829134937
1,B,,261,1,Zürich,2019,Ueberbaut,21286.64049395,1072.4422217708
1,B,,261,1,Zürich,2019,Ueberbaut,14250.207103345,631.281108634304
1,B,,261,1,Zürich,2019,Ueberbaut,4345.197230055,270.389376611955
1,B,,261,1,Zürich,2019,Ueberbaut,6968.570151755,369.639477687364
1,B,,261,1,Zürich,2019,Ueberbaut,1793.8365228,204.840415523088
1,B,,261,1,Zürich,2019,Ueberbaut,1086.6941069,172.923299265722
1,B,,261,1,Zürich,2019,Ueberbaut,3507.8801482,234.913509196109
1,B,,261,1,Zürich,2019,Ueberbaut,1998.3805615,208.333828880011
1,B,,261,1,Zürich,2019,Ueberbaut,3844.755424745,253.997715693357
1,B,,261,1,Zürich,2019,Ueberbaut,4248.05812961,343.952268636967
1,B,,261,1,Zürich,2019,Ueberbaut,7065.61575852,349.739313329548
1,B,,261,1,Zürich,2019,Ueberbaut,7927.514677535,354.919103695925
1,B,,261,1,Zürich,2019,Ueberbaut,3504.86906329,262.229902254647
1,B,,261,1,Zürich,2019,Ueberbaut,27973.13000298,4437.0626621741
1,B,,261,1,Zürich,2019,Ueberbaut,7199.4498805,366.143335960204
1,B,,261,1,Zürich,2019,Ueberbaut,2850.904011705,297.215119193889
1,S,,261,2,Zürich,2019,Sofort baureif,668.77162542,106.872689605529
1,B,,261,1,Zürich,2019,Ueberbaut,1351.24439388,196.921419164712
1,B,,261,1,Zürich,2019,Ueberbaut,709.129521605,130.174812062312
1,B,,261,1,Zürich,2019,Ueberbaut,6064.26233638,501.873380353998
1,TR,,261,11,Zürich,2019,Technischer Rest,573.59407609,104.191020175919
1,B,,261,1,Zürich,2019,Ueberbaut,2440.02339563,233.270959678949
1,B,,261,1,Zürich,2019,Ueberbaut,5639.10137385,315.791642388345
1,B,,261,1,Zürich,2019,Ueberbaut,4905.75881315,353.623724958583
1,B,,261,1,Zürich,2019,Ueberbaut,2786.72683645,255.064207708086
1,B,,261,1,Zürich,2019,Ueberbaut,11933.12159606,458.924567112802
1,B,,261,1,Zürich,2019,Ueberbaut,608.15558395,115.22755388243
1,B,,261,1,Zürich,2019,Ueberbaut,1255.88029163,226.196909890609
1,B,,261,1,Zürich,2019,Ueberbaut,7754.4010075,429.57957114733
1,B,,261,1,Zürich,2019,Ueberbaut,2.77088275,45.0484655371581
1,B,,261,1,Zürich,2019,Ueberbaut,21262.065263455,650.591560048941
1,B,,261,1,Zürich,2019,Ueberbaut,130651.279130825,3014.86569558445
1,TR,,261,11,Zürich,2019,Technischer Rest,7199.9836871,340.001345104095
1,B,,261,1,Zürich,2019,Ueberbaut,174977.727202955,4107.96495941579
1,B,,261,1,Zürich,2019,Ueberbaut,1861.51615537,180.328369817951
1,TR,,261,11,Zürich,2019,Technischer Rest,495.238547,156.975445269684
1,TR,,261,11,Zürich,2019,Technischer Rest,3409.835798575,418.417979338203
1,B,,261,1,Zürich,2019,Ueberbaut,6242.81077805,402.419931256466
1,B,,261,1,Zürich,2019,Ueberbaut,8149.6269821,370.478009194402
1,S,,261,2,Zürich,2019,Sofort baureif,584.68623905,99.0601785705508
1,TR,,261,11,Zürich,2019,Technischer Rest,5695.3213685,310.467687868932
1,TR,,261,11,Zürich,2019,Technischer Rest,3870.183948,410.389362721842
1,TR,,261,11,Zürich,2019,Technischer Rest,9993.2802435,562.026269945289
1,B,,261,1,Zürich,2019,Ueberbaut,323647.832602715,2419.02780476776
1,B,,261,1,Zürich,2019,Ueberbaut,19222.89740895,739.404457959835
1,TR,,261,11,Zürich,2019,Technischer Rest,13389.943653625,714.468452305465
1,B,,261,1,Zürich,2019,Ueberbaut,77829.04202397,2575.95579548293
1,TR,,261,11,Zürich,2019,Technischer Rest,73.122154595,48.9835684530168
1,S,,261,2,Zürich,2019,Sofort baureif,2558.61760426,200.301197572371
1,B,,261,1,Zürich,2019,Ueberbaut,19638.092660445,594.764044882866
1,S,,261,2,Zürich,2019,Sofort baureif,2330.463804645,434.05623650964
1,B,,261,1,Zürich,2019,Ueberbaut,9154.16463725,470.144710678226
1,S,,261,2,Zürich,2019,Sofort baureif,955.345241025,130.98566397723
1,S,,261,2,Zürich,2019,Sofort baureif,929.959279815,122.494720443656
1,B,,261,1,Zürich,2019,Ueberbaut,3197.39200393,229.24262270386
1,B,,261,1,Zürich,2019,Ueberbaut,946.406042065,374.154350212917
1,TR,,261,11,Zürich,2019,Technischer Rest,35218.425980115,1271.07395652957
1,B,,261,1,Zürich,2019,Ueberbaut,3162.943182615,228.985017828301
1,B,,261,1,Zürich,2019,Ueberbaut,31920.94055666,1018.84377156744
1,TR,,261,11,Zürich,2019,Technischer Rest,4241.41161831,301.85584189891
1,B,,261,1,Zürich,2019,Ueberbaut,14828.361774485,518.112352251941
1,TR,,261,11,Zürich,2019,Technischer Rest,4592.2609025,328.628385173465
1,TR,,261,11,Zürich,2019,Technischer Rest,10010.8651655,436.534226345537
27,TR,,131,11,Adliswil,2019,Technischer Rest,196.343661,92.035977506098
1,TR,,261,11,Zürich,2019,Technischer Rest,743.0803855,316.337105707963
27,TR,,131,11,Adliswil,2019,Technischer Rest,31304.47268208,1199.12695526904
1,B,,261,1,Zürich,2019,Ueberbaut,69973.27242136,1150.1870863331
1,TR,,261,11,Zürich,2019,Technischer Rest,12553.7574081,469.026068616975
1,B,,261,1,Zürich,2019,Ueberbaut,30566.07640356,996.119660542397
31,B,,135,1,Kilchberg,2019,Ueberbaut,14304.862435105,519.018028275351
1,B,,261,1,Zürich,2019,Ueberbaut,77991.775119315,2058.35158220397
1,B,,261,1,Zürich,2019,Ueberbaut,2380.582686645,248.194746748784
1,TR,,261,11,Zürich,2019,Technischer Rest,2052.883662405,190.899067799459
1,TR,,261,11,Zürich,2019,Technischer Rest,2891.4248121,314.026890734412
1,TR,,261,11,Zürich,2019,Technischer Rest,88.3459775,39.237111746586
1,B,,261,1,Zürich,2019,Ueberbaut,14813.982663625,624.646999898031
1,S,,261,2,Zürich,2019,Sofort baureif,578.22582466,101.621995858361
1,B,,261,1,Zürich,2019,Ueberbaut,78898.19219841,2684.04950262765
1,B,,261,1,Zürich,2019,Ueberbaut,16587.85064098,642.932268007194
1,TR,,261,11,Zürich,2019,Technischer Rest,4124.04626616,459.019244808251
1,TR,,261,11,Zürich,2019,Technischer Rest,4101.958710605,286.59608662705
1,B,,261,1,Zürich,2019,Ueberbaut,81124.03757754,1631.40386104337
1,B,,261,1,Zürich,2019,Ueberbaut,8261.7475386,533.324619561651
1,TR,,261,11,Zürich,2019,Technischer Rest,2218.051396,226.687360993001
1,TR,,261,11,Zürich,2019,Technischer Rest,113948.09869539,5180.3911334739
1,TR,,261,11,Zürich,2019,Technischer Rest,133.20072355,48.3283353797398
1,B,,261,1,Zürich,2019,Ueberbaut,1259.879924825,158.422446630825
1,B,,261,1,Zürich,2019,Ueberbaut,2677.234649115,298.190612614014
1,B,,261,1,Zürich,2019,Ueberbaut,15892.849831435,505.355830545203
1,S,,261,2,Zürich,2019,Sofort baureif,1254.783326305,164.253211471236
1,B,,261,1,Zürich,2019,Ueberbaut,14691.993849585,525.506822251514
1,B,,261,1,Zürich,2019,Ueberbaut,1612.813621405,171.379596008346
1,B,,261,1,Zürich,2019,Ueberbaut,7746.913550015,518.568323724413
1,B,,261,1,Zürich,2019,Ueberbaut,3962.92314761,273.894008409098
1,B,,261,1,Zürich,2019,Ueberbaut,11819.080505195,1209.00172314172
1,TR,,261,11,Zürich,2019,Technischer Rest,979.547494165,286.99222293441
1,B,,261,1,Zürich,2019,Ueberbaut,1528.994514455,168.273472189611
1,B,,261,1,Zürich,2019,Ueberbaut,6897.41944369,610.900965718943
1,S,,261,2,Zürich,2019,Sofort baureif,469.17273552,94.7111300086105
1,S,,261,2,Zürich,2019,Sofort baureif,455.60702366,84.3402091457306
1,B,,261,1,Zürich,2019,Ueberbaut,3804.110940945,255.352846164826
1,TR,,261,11,Zürich,2019,Technischer Rest,3322.4590765,239.033738371527
1,B,,261,1,Zürich,2019,Ueberbaut,2089.36435036,202.572367376436
1,B,,261,1,Zürich,2019,Ueberbaut,20734.353216845,917.936385010623
1,B,,261,1,Zürich,2019,Ueberbaut,6594.262474625,449.358732424066
1,B,,261,1,Zürich,2019,Ueberbaut,197.51155135,182.121563956168
1,B,,261,1,Zürich,2019,Ueberbaut,4753.977950605,473.158959870549
1,B,,261,1,Zürich,2019,Ueberbaut,6764.75328865,383.436130463606
1,B,,261,1,Zürich,2019,Ueberbaut,215.486566365,69.2035308941454
1,B,,261,1,Zürich,2019,Ueberbaut,640.42505145,147.646141371055
1,B,,261,1,Zürich,2019,Ueberbaut,2951.799122,245.59193569274
1,B,,261,1,Zürich,2019,Ueberbaut,2936.83621001,225.433410062087
1,TR,,261,11,Zürich,2019,Technischer Rest,1437.66045099,186.888358365745
1,B,,261,1,Zürich,2019,Ueberbaut,18749.22841725,617.935322478823
1,B,,261,1,Zürich,2019,Ueberbaut,9557.81099415,394.712059502731
1,B,,261,1,Zürich,2019,Ueberbaut,8835.534589595,1110.56340646919
1,B,,261,1,Zürich,2019,Ueberbaut,2504.959034,246.80009674878
1,B,,261,1,Zürich,2019,Ueberbaut,382.916609745,89.319776104076
1,B,,261,1,Zürich,2019,Ueberbaut,654.63355566,105.287646849687
1,B,,261,1,Zürich,2019,Ueberbaut,1053.17621,133.145480350381
1,B,,261,1,Zürich,2019,Ueberbaut,259.330523705,151.216407638422
1,B,,261,1,Zürich,2019,Ueberbaut,4026.031066965,248.08109667307
1,B,,261,1,Zürich,2019,Ueberbaut,3935.168043525,247.290758470762
1,B,,261,1,Zürich,2019,Ueberbaut,3528.2198255,234.939524889198
1,B,,261,1,Zürich,2019,Ueberbaut,1469.8255505,172.23091857347
1,B,,261,1,Zürich,2019,Ueberbaut,1782.590888,198.253940940941
1,B,,261,1,Zürich,2019,Ueberbaut,2632.92609929,213.382340468277
1,B,,261,1,Zürich,2019,Ueberbaut,4176.40545095,296.137484724054
1,B,,261,1,Zürich,2019,Ueberbaut,2486.714154,195.094602242937
1,B,,261,1,Zürich,2019,Ueberbaut,865.682359,126.576876408983
1,B,,261,1,Zürich,2019,Ueberbaut,3856.87492936,295.420297798437
1,B,,261,1,Zürich,2019,Ueberbaut,5743.01738226,301.184797415089
1,B,,261,1,Zürich,2019,Ueberbaut,6083.91713852,318.967250543423
1,B,,261,1,Zürich,2019,Ueberbaut,4633.27079155,453.910377408415
1,B,,261,1,Zürich,2019,Ueberbaut,3818.5631646,259.326060127368
1,B,,261,1,Zürich,2019,Ueberbaut,2760.431742595,207.820195290564
1,B,,261,1,Zürich,2019,Ueberbaut,2178.0102,191.704305552245
1,B,,261,1,Zürich,2019,Ueberbaut,2436.82709115,251.086420894652
1,B,,261,1,Zürich,2019,Ueberbaut,1615.613159,179.0834331454
1,B,,261,1,Zürich,2019,Ueberbaut,3787.1838884,283.476989151829
1,B,,261,1,Zürich,2019,Ueberbaut,2597.5678752,205.404668663385
1,B,,261,1,Zürich,2019,Ueberbaut,9119.15836625,489.90499519264
1,B,,261,1,Zürich,2019,Ueberbaut,4866.6672199,304.838584208841
1,B,,261,1,Zürich,2019,Ueberbaut,5278.9988285,288.516000236228
1,B,,261,1,Zürich,2019,Ueberbaut,4365.04732905,264.95068575395
1,TR,,261,11,Zürich,2019,Technischer Rest,869.80884009,268.613660048424
1,B,,261,1,Zürich,2019,Ueberbaut,492.5822425,106.394153074951
1,B,,261,1,Zürich,2019,Ueberbaut,8.13458705,25.7573952115121
1,B,,261,1,Zürich,2019,Ueberbaut,1923.4764788,211.555244972284
1,B,,261,1,Zürich,2019,Ueberbaut,7916.7179721,381.770897097996
1,TR,,261,11,Zürich,2019,Technischer Rest,3161.102302905,522.753453013233
1,B,,261,1,Zürich,2019,Ueberbaut,27694.50010303,858.893983252919
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,34476.521495375,860.759769752045
1,B,,261,1,Zürich,2019,Ueberbaut,3126.005177135,224.406423513622
1,B,,261,1,Zürich,2019,Ueberbaut,74390.745123215,1764.18632725233
1,TR,,261,11,Zürich,2019,Technischer Rest,1586.55856887,160.44507733956
1,B,,261,1,Zürich,2019,Ueberbaut,4012.51609917,256.005430674725
1,B,,261,1,Zürich,2019,Ueberbaut,25729.21199158,741.880328323647
1,B,,261,1,Zürich,2019,Ueberbaut,55.73027329,39.2873238805573
1,B,,261,1,Zürich,2019,Ueberbaut,2311.41719652,324.72180124964
1,B,,261,1,Zürich,2019,Ueberbaut,6021.94547169,311.011400587764
1,B,,261,1,Zürich,2019,Ueberbaut,914.64113945,124.617713679308
1,B,,261,1,Zürich,2019,Ueberbaut,4390.39376672,299.965081603902
1,B,,261,1,Zürich,2019,Ueberbaut,978.17285965,137.168649711995
1,TR,,261,11,Zürich,2019,Technischer Rest,6586.73795467,333.667707869829
1,B,,261,1,Zürich,2019,Ueberbaut,106.97427582,54.8557299772885
1,B,,261,1,Zürich,2019,Ueberbaut,167.032137045,60.0826331880879
1,B,,261,1,Zürich,2019,Ueberbaut,4050.74899193,256.790321372495
1,B,,261,1,Zürich,2019,Ueberbaut,819.39033257,142.074362980159
1,B,,261,1,Zürich,2019,Ueberbaut,1333.609869915,252.9130940493
1,B,,261,1,Zürich,2019,Ueberbaut,5820.71047354,960.14056111289
1,B,,261,1,Zürich,2019,Ueberbaut,700.42733302,129.502405578064
1,B,,261,1,Zürich,2019,Ueberbaut,2936.9838985,245.443621694126
1,B,,261,1,Zürich,2019,Ueberbaut,10321.95866671,446.471254174711
1,B,,261,1,Zürich,2019,Ueberbaut,678.5494267,106.277331341248
1,TR,,261,11,Zürich,2019,Technischer Rest,1839.0095635,172.893367768775
1,B,,261,1,Zürich,2019,Ueberbaut,6856.14014402,428.451365968997
1,TR,,261,11,Zürich,2019,Technischer Rest,3096.0290315,405.09246790728
1,B,,261,1,Zürich,2019,Ueberbaut,5331.10788231,325.366419124116
1,B,,261,1,Zürich,2019,Ueberbaut,1340.202891215,314.462035397348
1,B,,261,1,Zürich,2019,Ueberbaut,23966.60835712,696.731621681547
1,B,,261,1,Zürich,2019,Ueberbaut,4275.87866899,802.758111263394
1,TR,,261,11,Zürich,2019,Technischer Rest,44093.02040803,2549.84565389586
1,B,,261,1,Zürich,2019,Ueberbaut,13381.706241415,560.346927829115
1,B,,261,1,Zürich,2019,Ueberbaut,2406.067081675,197.349643024169
1,TR,,261,11,Zürich,2019,Technischer Rest,1236.7631525,143.901794578962
1,TR,,261,11,Zürich,2019,Technischer Rest,57698.77472007,1183.5631576354
1,B,,261,1,Zürich,2019,Ueberbaut,2066.234896865,249.436546886134
1,B,,261,1,Zürich,2019,Ueberbaut,12185.4642945,526.372634439966
1,S,,261,2,Zürich,2019,Sofort baureif,1836.63214251,172.053964064969
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,1315.660875245,144.369283793584
1,TR,,261,11,Zürich,2019,Technischer Rest,4072.43859493,340.320958704339
1,B,,261,1,Zürich,2019,Ueberbaut,167617.39156068,2242.31283328573
1,B,,261,1,Zürich,2019,Ueberbaut,77365.12328659,1741.65404441016
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,29761.89855064,1479.89536891137
1,B,,261,1,Zürich,2019,Ueberbaut,110473.198386885,2001.32433208001
1,B,,261,1,Zürich,2019,Ueberbaut,14337.312250075,479.589086559795
1,TR,,261,11,Zürich,2019,Technischer Rest,8572.82593643,346.744373018408
1,S,,261,2,Zürich,2019,Sofort baureif,5091.919493725,293.510878864343
1,TR,,261,11,Zürich,2019,Technischer Rest,48190.755261845,1153.94986799143
1,B,,261,1,Zürich,2019,Ueberbaut,3819.68357469,334.175007873513
1,S,,261,2,Zürich,2019,Sofort baureif,389.077334895,92.4744444511345
1,B,,261,1,Zürich,2019,Ueberbaut,15327.0843625,576.919828047981
1,TR,,261,11,Zürich,2019,Technischer Rest,2690.64582546,206.40482999563
1,B,,261,1,Zürich,2019,Ueberbaut,23256.32561463,1000.81701801997
1,5J,,261,3,Zürich,2019,Baureif in 5 Jahren,24624.82757007,904.047258380738
1,TR,,261,11,Zürich,2019,Technischer Rest,89333.34286825,2544.16947829076
1,B,,261,1,Zürich,2019,Ueberbaut,70769.237479225,2106.63860056202
49,TR,,161,11,Zollikon,2019,Technischer Rest,147786.319354775,20736.3835362154
1,B,,261,1,Zürich,2019,Ueberbaut,4462.8204995,268.706153398795
1,B,,261,1,Zürich,2019,Ueberbaut,27156.71618557,839.615737030146
1,B,,261,1,Zürich,2019,Ueberbaut,859.5443509,118.780034422319
1,B,,261,1,Zürich,2019,Ueberbaut,2076.8192705,190.030390946002
1,B,,261,1,Zürich,2019,Ueberbaut,3068.70869275,222.696356829642
1,B,,261,1,Zürich,2019,Ueberbaut,5.3881435,109.844839435281
1,B,,261,1,Zürich,2019,Ueberbaut,3466.531888995,240.623847020361
1,B,,261,1,Zürich,2019,Ueberbaut,4163.759434495,279.182900813896
1,B,,261,1,Zürich,2019,Ueberbaut,1546.729128485,262.035399527005
1,S,,261,2,Zürich,2019,Sofort baureif,1347.09064031,147.907674632089
1,B,,261,1,Zürich,2019,Ueberbaut,418.86032955,88.2623243731241
1,B,,261,1,Zürich,2019,Ueberbaut,2341.0762205,264.124681482821
1,B,,261,1,Zürich,2019,Ueberbaut,11964.639139565,814.339068107307
1,B,,261,1,Zürich,2019,Ueberbaut,2714.964676125,605.09292729711
1,B,,261,1,Zürich,2019,Ueberbaut,2177.2104853,186.879879948035
1,B,,261,1,Zürich,2019,Ueberbaut,714.071096925,186.892586431722
1,B,,261,1,Zürich,2019,Ueberbaut,2609.27190841,353.570099348306
1,B,,261,1,Zürich,2019,Ueberbaut,970.4694065,147.129534464478
1,B,,261,1,Zürich,2019,Ueberbaut,2233.97983671,199.59756138197
1,B,,261,1,Zürich,2019,Ueberbaut,651.03988922,117.959317806652
1,B,,261,1,Zürich,2019,Ueberbaut,2725.78131424,296.619026744134
1,B,,261,1,Zürich,2019,Ueberbaut,942.24538163,133.745288769076
1,B,,261,1,Zürich,2019,Ueberbaut,4410.837899115,257.636267791057
1,B,,261,1,Zürich,2019,Ueberbaut,1965.74717106,217.926109662664
1,B,,261,1,Zürich,2019,Ueberbaut,2340.025556595,240.920249822783
1,B,,261,1,Zürich,2019,Ueberbaut,1215.639561925,195.827593088172
1,B,,261,1,Zürich,2019,Ueberbaut,7109.948234,342.31096710536
1,B,,261,1,Zürich,2019,Ueberbaut,3616.179723,237.755664191513
1,B,,261,1,Zürich,2019,Ueberbaut,1929.07775633,199.024813668046
1,B,,261,1,Zürich,2019,Ueberbaut,4248.49423909,285.38681575808
1,B,,261,1,Zürich,2019,Ueberbaut,2289.8927352,197.836446160603
1,B,,261,1,Zürich,2019,Ueberbaut,11352.03481626,2112.88587481584
1,B,,261,1,Zürich,2019,Ueberbaut,3268.6335295,396.989985601717
1,B,,261,1,Zürich,2019,Ueberbaut,15321.661490415,2039.63155218503
1,TR,,261,11,Zürich,2019,Technischer Rest,5699.71987175,304.406804080094
1,S,,261,2,Zürich,2019,Sofort baureif,902.141964345,123.035349893145
1,B,,261,1,Zürich,2019,Ueberbaut,3122.055087785,229.685722293923
1,TR,,261,11,Zürich,2019,Technischer Rest,42078.61423622,1779.41489658383
1,B,,261,1,Zürich,2019,Ueberbaut,13667.6087486,599.939519276481
1,B,,261,1,Zürich,2019,Ueberbaut,51117.3506223,2277.10309978916
1,B,,261,1,Zürich,2019,Ueberbaut,529.889260555,148.072274146801
1,TR,,261,11,Zürich,2019,Technischer Rest,26358.678212445,751.472999469817
1,TR,,261,11,Zürich,2019,Technischer Rest,5039.8862225,313.965454675877
1,B,,261,1,Zürich,2019,Ueberbaut,8375.15355229,544.072877487228
1,B,,261,1,Zürich,2019,Ueberbaut,3048.5003294,258.97067805249
1,B,,261,1,Zürich,2019,Ueberbaut,11026.32346956,498.269188544669
1,B,,261,1,Zürich,2019,Ueberbaut,2205.6043841,243.707523331974
1,TR,,261,11,Zürich,2019,Technischer Rest,2883.2467505,237.255176769832
1,B,,261,1,Zürich,2019,Ueberbaut,1768.02262136,178.764934785384
1,S,,261,2,Zürich,2019,Sofort baureif,692.24550565,119.543305236106
1,B,,261,1,Zürich,2019,Ueberbaut,54156.29152989,1585.54823450058
1,TR,,261,11,Zürich,2019,Technischer Rest,2409.869163,210.767906742743
1,B,,261,1,Zürich,2019,Ueberbaut,4193.24859851,261.875718877059
1,B,,261,1,Zürich,2019,Ueberbaut,6094.53888179,325.042984205083
1,B,,261,1,Zürich,2019,Ueberbaut,57225.36242519,1827.37576620971
1,B,,261,1,Zürich,2019,Ueberbaut,2487.765401075,238.530176927879
1,S,,261,2,Zürich,2019,Sofort baureif,504.04909619,90.0183416310487
1,S,,261,2,Zürich,2019,Sofort baureif,531.57859995,113.98714831691
1,B,,261,1,Zürich,2019,Ueberbaut,5351.04697801,528.14651750164
1,B,,261,1,Zürich,2019,Ueberbaut,3487.83642152,445.209303554466
1,S,,261,2,Zürich,2019,Sofort baureif,715.19887759,106.94093883373
1,S,,261,2,Zürich,2019,Sofort baureif,337.655476425,89.3996255117352
1,B,,261,1,Zürich,2019,Ueberbaut,14394.172458375,564.107288559184
1,B,,261,1,Zürich,2019,Ueberbaut,56399.862230505,1235.36057579255
1,B,,261,1,Zürich,2019,Ueberbaut,3551.729592785,316.993297879398
1,B,,261,1,Zürich,2019,Ueberbaut,305.713917755,140.145004339394
1,B,,261,1,Zürich,2019,Ueberbaut,183241.4425065,1679.08130375251
1,B,,261,1,Zürich,2019,Ueberbaut,4973.70565149,338.923390613671
1,S,,261,2,Zürich,2019,Sofort baureif,406.98686102,86.8104315351147
1,B,,261,1,Zürich,2019,Ueberbaut,6927.421577365,338.27405250981
1,S,,261,2,Zürich,2019,Sofort baureif,604.484080985,100.012219653301
1,B,,261,1,Zürich,2019,Ueberbaut,6513.342771165,322.771110050597
1,B,,261,1,Zürich,2019,Ueberbaut,9211.775328155,413.354171251413
1,B,,261,1,Zürich,2019,Ueberbaut,5226.983608615,312.25260669744
1,B,,261,1,Zürich,2019,Ueberbaut,15601.36030971,713.808866628011
1,B,,261,1,Zürich,2019,Ueberbaut,14994.397751025,484.282797645384
1,B,,261,1,Zürich,2019,Ueberbaut,2635.61691825,236.342588999546
1,B,,261,1,Zürich,2019,Ueberbaut,5924.05288938,394.892545654896
1,B,,261,1,Zürich,2019,Ueberbaut,3036.85837675,292.524245746704
1,B,,261,1,Zürich,2019,Ueberbaut,1377.84856285,200.425292915777
1,B,,261,1,Zürich,2019,Ueberbaut,10110.386853425,530.977404131597
1,B,,261,1,Zürich,2019,Ueberbaut,12162.467242185,475.150352375779
1,S,,261,2,Zürich,2019,Sofort baureif,5581.98513865,432.720867491283
1,B,,261,1,Zürich,2019,Ueberbaut,39922.744751905,823.433664397521
1,B,,261,1,Zürich,2019,Ueberbaut,631.810738035,329.954411344522
